233.736, 128.979, 8.334, 14.609 False
233.458, 128.974, 8.334, 14.642 False
233.180, 128.970, 8.334, 14.675 False
232.902, 128.966, 8.334, 14.708 False
232.624, 128.962, 8.334, 14.741 False
232.347, 128.958, 8.334, 14.774 False
232.069, 128.955, 8.334, 14.807 False
231.791, 128.952, 8.334, 14.840 False
231.513, 128.948, 8.334, 14.873 False
231.236, 128.945, 8.334, 14.906 False
230.958, 128.942, 8.334, 14.939 False
230.680, 128.939, 8.334, 14.972 False
230.402, 128.937, 8.334, 15.005 False
230.125, 128.934, 8.334, 15.038 False
229.847, 128.932, 8.334, 15.071 False
229.569, 128.930, 8.333, 15.104 False
229.291, 128.929, 8.333, 15.137 False
229.013, 128.927, 8.334, 15.170 False
228.736, 128.926, 8.334, 15.203 False
228.458, 128.924, 8.334, 15.236 False
228.180, 128.923, 8.334, 15.269 False
227.902, 128.922, 8.334, 15.302 False
227.625, 128.921, 8.334, 15.335 False
227.347, 128.920, 8.334, 15.368 False
227.069, 128.919, 8.334, 15.401 False
226.791, 128.919, 8.334, 15.434 False
226.513, 128.920, 8.333, 15.467 False
226.236, 128.920, 8.333, 15.500 False
225.958, 128.921, 8.333, 15.533 False
225.680, 128.922, 8.333, 15.566 False
225.402, 128.922, 8.333, 15.599 False
225.125, 128.923, 8.333, 15.632 False
224.847, 128.924, 8.333, 15.665 False
224.569, 128.925, 8.333, 15.698 False
224.291, 128.926, 8.333, 15.731 False
224.013, 128.927, 8.333, 15.764 False
223.736, 128.928, 8.333, 15.797 False
223.458, 128.930, 8.333, 15.830 False
223.180, 128.932, 8.333, 15.863 False
222.902, 128.934, 8.333, 15.896 False
222.625, 128.936, 8.333, 15.929 False
222.347, 128.938, 8.333, 15.962 False
222.069, 128.940, 8.333, 15.995 False
221.791, 128.943, 8.333, 16.028 False
221.513, 128.945, 8.333, 16.061 False
221.236, 128.947, 8.333, 16.094 False
220.958, 128.950, 8.333, 16.127 False
220.680, 128.953, 8.333, 16.160 False
220.402, 128.955, 8.333, 16.193 False
220.125, 128.958, 8.333, 16.226 False
219.847, 128.961, 8.333, 16.259 False
219.569, 128.964, 8.333, 16.292 False
219.291, 128.967, 8.333, 16.325 False
219.013, 128.971, 8.333, 16.358 False
218.736, 128.974, 8.333, 16.391 False
218.458, 128.978, 8.333, 16.424 False
218.180, 128.981, 8.333, 16.457 False
217.903, 128.985, 8.333, 16.490 False
217.625, 128.989, 8.333, 16.523 False
217.347, 128.993, 8.333, 16.556 False
217.069, 128.996, 8.333, 16.589 False
216.792, 129.000, 8.333, 16.622 False
216.514, 129.004, 8.333, 16.655 False
216.236, 129.009, 8.333, 16.688 False
215.958, 129.013, 8.333, 16.721 False
215.681, 129.017, 8.333, 16.754 False
215.403, 129.021, 8.333, 16.787 False
215.125, 129.026, 8.333, 16.820 False
214.847, 129.030, 8.333, 16.853 False
214.570, 129.034, 8.333, 16.886 False
214.292, 129.039, 8.333, 16.919 False
214.014, 129.043, 8.333, 16.952 False
213.737, 129.049, 8.333, 16.985 False
213.459, 129.054, 8.333, 17.018 False
213.181, 129.059, 8.333, 17.051 False
212.903, 129.064, 8.333, 17.084 False
212.626, 129.069, 8.333, 17.117 False
212.348, 129.074, 8.333, 17.150 False
212.070, 129.080, 8.333, 17.183 False
211.792, 129.085, 8.333, 17.216 False
211.515, 129.090, 8.333, 17.249 False
211.237, 129.095, 8.333, 17.282 False
210.959, 129.101, 8.333, 17.315 False
210.681, 129.106, 8.333, 17.348 False
210.404, 129.111, 8.333, 17.381 False
210.126, 129.117, 8.333, 17.414 False
209.848, 129.122, 8.333, 17.447 False
209.571, 129.128, 8.333, 17.480 False
209.293, 129.133, 8.333, 17.513 False
209.015, 129.138, 8.333, 17.546 False
208.737, 129.144, 8.333, 17.579 False
208.460, 129.149, 8.333, 17.612 False
208.182, 129.155, 8.333, 17.645 False
207.904, 129.160, 8.333, 17.678 False
207.626, 129.166, 8.333, 17.711 False
207.349, 129.171, 8.333, 17.744 False
207.071, 129.177, 8.333, 17.777 False
206.793, 129.182, 8.333, 17.810 False
206.515, 129.188, 8.333, 17.843 False
206.238, 129.193, 8.333, 17.876 False
205.960, 129.199, 8.333, 17.909 False
205.682, 129.204, 8.333, 17.942 False
205.405, 129.210, 8.333, 17.975 False
